,최근성_R,빈도_F,총금액_M,RFM_SCORE
13508,0.348643301563195,0.001378100726634928,0.01550021821739033,E
13509,0.9782615573881858,0.005387121022300173,0.01856160469862478,E
13510,0.9974241434439426,0.014532698571786512,0.021399893190648347,E
13512,0.30286787382025215,0.0017539463793535448,0.01599440968804163,E
13513,0.6621980022222346,0.0011275369581558504,0.015831922746286555,E
13514,0.8039985333995909,0.00037584565271861676,0.01564550853637887,E
13515,0.8068777603448373,0.007266349285893257,0.018249387326265215,E
13516,0.9437648079181532,0.005387121022300173,0.020005310514448597,E
13517,0.8417504657573,0.017790027562014525,0.022541319026776866,E
13518,0.7719306082111012,0.0046354297168629405,0.017432970612627923,E
13519,0.8663420789619148,0.0010022550739163113,0.015499619154711985,E
13520,0.8442760707764979,0.011776497118516659,0.027399646870170602,E
13521,0.99743158811607,0.05449761964419943,0.01896308241005734,E
13522,0.9198599657172849,0.0005011275369581556,0.015552477626330422,E
13523,0.9118197198197645,0.022049611626158847,0.028342747720786748,E
13524,0.8927669426778858,0.0032573289902280114,0.017506056259385682,E
13525,0.9623876552446786,0.0006264094211976945,0.017324927896639836,E
13527,0.9114716813978117,0.027937860185417177,0.023086430825087257,E
13529,0.7905534555376263,0.0017539463793535448,0.016193686126043137,E
13531,0.4510410443386061,0.002630919569030317,0.016814033148957106,E
13532,0.9115107659264801,0.00814332247557003,0.015850282255428696,E
13533,0.5121208568073151,0.00939614131796542,0.01606340761299423,E
13534,0.9948668985682034,0.042721122525682775,0.03488909323582471,E
13536,0.997744264345418,0.022300175394637925,0.027260593850833032,E
13538,0.8851733771080055,0.003006765221748934,0.019622756135855433,E
13539,0.7719101353627511,0.0046354297168629405,0.01724408967404471,E
13544,0.8953781614265482,0.010774242044600346,0.016136070391979042,E
13546,0.9680623565737386,0.012152342771235275,0.0173186201190267,E
13548,0.7429354714431684,0.015409671761463288,0.017513914552166287,E
13549,0.932607105567312,0.006389376096216485,0.018337484778962607,E
13551,0.14526974838869378,0.00037584565271861676,0.015432665090661966,E
13552,0.823391904291295,0.01503382610874467,0.02758211431419745,E
13555,0.8043279601412254,0.01691305437233775,0.02973081118548689,E
13557,0.9252443248333789,0.004134302179904784,0.017167339173254737,E
13558,0.9864395297200617,0.021799047857679766,0.017241341033520548,E
13560,0.9812785107677876,0.004009020295665245,0.015723633357430922,E
13561,0.4237619044960237,0.0016286644951140057,0.01560907142994323,E
13562,0.782691881771162,0.010147832623402651,0.02144982682683723,E
13563,0.7750871491930906,0.006013530443497868,0.01784910774018933,E
13564,0.614263619562365,0.010523678276121268,0.017391741004765537,E
13565,0.9492701429563166,0.0046354297168629405,0.01595568204783586,E
13566,0.8927018017967716,0.02192432974191931,0.018191560158314645,E
13568,0.5365542707292242,0.005387121022300173,0.015788754994464835,E
13569,0.954470246437259,0.010523678276121268,0.01642622816218318,E
13570,0.34882569603031477,0.0032573289902280114,0.015953109602217092,E
13571,0.9676100927420029,0.04259584064144323,0.022482293733469612,E
13572,0.45048827743315156,0.004009020295665245,0.019987127200211854,E
13573,0.8661876020152728,0.0031320471059884726,0.01614660684732165,E
13575,0.9384027828184411,0.005637684790779251,0.017688911332204387,E
13576,0.9735044118988194,0.016161363066900518,0.038730917431014845,E
13577,0.9332752648907402,0.010523678276121268,0.020952851476680686,E
13579,0.9620154216383118,0.002756201453269856,0.016754972616668775,E
13581,0.17206126220693582,0.0011275369581558504,0.015524991221088835,E
13583,0.5843453434506427,0.006514657980456023,0.01786144138356697,E
13584,0.17989305728489086,0.002881483337509395,0.015610974334921491,E
13587,0.9167443704319956,0.001252818842395389,0.016331963887796966,E
13588,0.9595605410043235,0.022425457278877462,0.023725524985935238,E
13589,0.962404405756965,0.002505637684790778,0.016447019161019764,E
13590,0.970526543047886,0.011024805813079424,0.02207281677333212,E
13591,0.8284300861534681,0.007141067401653718,0.019045823537630735,E
13592,0.9058602597818339,0.0018792282635930837,0.015982957019190967,E
13593,0.7106349002506993,0.01603608118266098,0.022122715170539927,E
13594,0.8603547014035069,0.0031320471059884726,0.016508053076248516,E
13596,0.9865083929372396,0.020671510899523918,0.017565469181484803,E
13598,0.8742315702488567,0.005011275369581556,0.015699142265581046,E
13599,0.9980569405747658,0.03294913555499873,0.0328364930659376,E
13600,0.16410663003887976,0.002255073916311701,0.015882737357002415,E
13601,0.8799192997541397,0.012277624655474814,0.017552360280523427,E
13602,0.8283575006002267,0.002756201453269856,0.016620535903852554,E
13603,0.9306659073101097,0.0032573289902280114,0.015688288659408727,E
13606,0.9228285287280592,0.005261839138060634,0.016097765619546216,E
13607,0.8931819831489846,0.012152342771235275,0.017498409400491542,E
13610,0.9681516926392665,0.02843898772237533,0.019039832910847314,E
13611,0.761697906372081,0.00939614131796542,0.019190550032922016,E
13614,0.9358957894795616,0.02505637684790778,0.020784268191198958,E
13615,0.16366367204730345,0.002881483337509395,0.016518695248534367,E
13617,0.8929083914483051,0.005387121022300173,0.017026806116711854,E
13618,0.5361578419384437,0.001503382610874467,0.01573409933481137,E
13621,0.6886191436021418,0.002255073916311701,0.015862756854730646,E
13623,0.9195044826232046,0.010648960160360807,0.017478781288030567,E
13626,0.32431225188303675,0.002255073916311701,0.01601562355465116,E
13627,0.8420426691382978,0.011651215234277118,0.02083205224954202,E
13629,0.938415810994664,0.007266349285893257,0.04256865390439981,E
13630,0.986871320703447,0.009897268854923575,0.022141744220322564,E
13631,0.7343499033123208,0.001378100726634928,0.02575758082985333,E
13632,0.9354565538240488,0.01829115509897268,0.022569334016734638,E
13634,0.9116503535288677,0.023427712352793773,0.020659874587990235,E
13635,0.8202204739650509,0.007642194938611874,0.018883371834856742,E
13636,0.9032564857052988,0.007892758707090951,0.01842734418071395,E
13637,0.8607139068336507,0.01252818842395389,0.017965290660806658,E
13638,0.9595530963321962,0.0008769731896767723,0.015541342108309474,E
13639,0.8017595482572953,0.004885993485342017,0.01875055611517015,E
13642,0.42375259865586445,0.00814332247557003,0.016359450293038556,E
13643,0.9172282741202725,0.0033826108744675503,0.016939624877522513,E
13644,0.9780531065686204,0.018416436983212214,0.02426256705757855,E
13645,0.6787642588735839,0.0005011275369581556,0.01599754595735766,E
13647,0.9757862039058472,0.009897268854923575,0.02099485634212681,E
13649,0.3137892078310506,0.002756201453269856,0.01633055432855381,E
13650,0.9570665758416668,0.012152342771235275,0.021485101046897267,E
13651,0.9064372218717022,0.0006264094211976945,0.015441122446120916,E
13652,0.8789514923775865,0.007767476822851413,0.01896812158435163,E
13654,0.8851547654276871,0.020671510899523918,0.02464952630880659,E
13655,0.6946474668572503,0.00689050363317464,0.01839686246208065,E
13656,0.5602078552457952,0.006013530443497868,0.016447019161019764,E
13657,0.9731656793170258,0.0018792282635930837,0.016455793667308427,E
13658,0.975587058926441,0.01390628915058882,0.023642184795683502,E
13659,0.472816710311057,0.013405161613630664,0.020574208624987288,E
13662,0.7721074191741253,0.007141067401653718,0.01820695959304615,E
13663,0.5205891713521572,0.001503382610874467,0.015776844218860147,E
13666,0.8395096194469726,0.001378100726634928,0.015407469219190513,E
13667,0.6009879079912972,0.010774242044600346,0.016184030645227505,E
13668,0.9945728340191737,0.06264094211976946,0.03701396855590479,E
13669,0.8656273904376909,0.0010022550739163113,0.015879319175837757,E
13670,0.7992823336069249,0.003006765221748934,0.016341478412688286,E
13672,0.19341630420419248,0.0018792282635930837,0.014857353485566903,E
13673,0.9516859390616363,0.00801804059133049,0.01650787688134312,E
13675,0.5953206513343644,0.003006765221748934,0.01682467532124295,E
13678,0.5950172809451756,0.0018792282635930837,0.01592882994425369,E
13680,0.9974260046119744,0.026935605111500865,0.02286988728635707,E
13681,0.9542580732816301,0.007015785517414178,0.01802635981501649,E
13682,0.4989661211583165,0.0002505637684790778,0.015318843181776932,E
13684,0.2359067703709494,0.0037584565271861674,0.01533551121982728,E
13685,0.9945114154741233,0.004760711601102479,0.026101759958051512,E
13686,0.5118156252500945,0.0008769731896767723,0.01536289190812563,E
13689,0.8312125323610592,0.0006264094211976945,0.018315918522542284,E
13690,0.8421226993636667,0.0010022550739163113,0.01571616269344218,E
13692,0.9355049441928766,0.006765221748935101,0.020278271661886203,E
13693,0.12925811981083088,0.00037584565271861676,0.01499640650490447,E
13694,0.9915912428321767,0.07316462039589074,0.23589231178816156,D
13695,0.9170961311900121,0.011150087697318962,0.023933470213282165,E
13697,0.8977548730031993,0.001378100726634928,0.015642337028081765,E
13699,0.585035836790453,0.0016286644951140057,0.01619657572249161,E
13700,0.9303364805684751,0.02455524931094963,0.023091223326514,E
13703,0.1477711582234779,0.0,0.015459799106092765,E
13704,0.9868657371993516,0.016787772488098214,0.023197609810391366,E
13705,0.9812059252145461,0.0033826108744675503,0.01761769335144382,E
13706,0.19022626219763,0.0023803558005512397,0.01627484149946798,E
13707,0.28500066071465135,0.005888248559258329,0.01795087791754536,E
13708,0.27380201266710963,0.006264094211976945,0.01615534611462923,E
13709,0.9916954682419592,0.04322225006264093,0.03713039814938966,E
13710,0.9164074990182339,0.0008769731896767723,0.015745164374870165,E
13711,0.4154834290904286,0.001503382610874467,0.015997405001433342,E
13712,0.3406681965467888,0.0011275369581558504,0.015915580087368004,E
13715,0.2476246842993726,0.013405161613630664,0.0188231484161928,E
13716,0.2791677601028854,0.002505637684790778,0.015596455874716962,E
13717,0.9143918540397582,0.01277875219243297,0.020156309548371925,E
13718,0.34076311611641236,0.001378100726634928,0.016189422209332584,E
13719,0.9600891127253641,0.007391631170132796,0.018779945425389997,E
13720,0.6891030472904184,0.005261839138060634,0.017927937340862957,E
13721,0.903656636832143,0.0033826108744675503,0.016956187198629624,E
13722,0.6786805063121513,0.010648960160360807,0.023457849685659476,E
13723,0.4188949500927792,0.0006264094211976945,0.015813422281220107,E
13725,0.8683651686125179,0.014657980456026053,0.02148675727900798,E
13726,0.8979316839662236,0.005136557253821095,0.01891378307552788,E
13727,0.9246152500386192,0.0023803558005512397,0.01628432078537822,E
13728,0.9032918478979038,0.007767476822851413,0.01868994506771434,E
13730,0.6377143367634659,0.005261839138060634,0.01776125696035949,E
13731,0.4132537497882922,0.0046354297168629405,0.017260828190057215,E
13732,0.9252908540341747,0.004009020295665245,0.016842435767706745,E
13735,0.9354993606887811,0.025933350037584554,0.02485690771245625,E
13736,0.9868769042075425,0.024179403658231013,0.017660473474473668,E
13737,0.4643967861350427,0.0036331746429466285,0.016305887041798535,E
13739,0.9518422771763102,0.0002505637684790778,0.015873504743959724,E
13740,0.35652348700997777,0.002756201453269856,0.016345178505701576,E
13741,0.8093214739706344,0.004259584064144323,0.01745725027059132,E
13742,0.9569269882392792,0.04034076672513153,0.026041783212255126,E
13743,0.9943401880151946,0.005136557253821095,0.019831723293653652,E
13744,0.7456695272819316,0.008895013781007263,0.019184066060403487,E
13745,0.5954769894490385,0.0031320471059884726,0.01613652849873307,E
13747,8.18913934006705e-05,0.0,0.015389673533745638,E
13748,0.7450478971592992,0.0033826108744675503,0.0184507076251693,E
13750,0.8578923760973912,0.002881483337509395,0.020913947641569522,E
13751,0.22848257109196593,0.0010022550739163113,0.016153126058821257,E
13752,0.6678298966865626,0.00939614131796542,0.019289501091791728,E
13753,0.23081275346782135,0.004259584064144323,0.01772129595581595,E
13754,0.5951978142442634,0.001378100726634928,0.01610502484964848,E
13755,0.9919150860697156,0.0428464044099223,0.02270204401947799,E
13756,0.9950753493877688,0.017790027562014525,0.03324004987725382,E
13758,0.9703348427406071,0.014532698571786512,0.02635234435250398,E
13759,0.9117750517870004,0.003006765221748934,0.017432864895684682,E
13760,0.8556533909550956,0.007015785517414178,0.016119789982720564,E
13761,0.8661280446382541,0.008644450012528185,0.018882032753575743,E
13762,0.4535480376774857,0.0016286644951140057,0.015109171244357135,E
13763,0.8314209831806245,0.0020045101478326226,0.02106265614172272,E
13764,0.8123067874936953,0.025933350037584554,0.020471698429028597,E
13767,0.9948817879124582,0.04986218992733649,0.07482412665030755,E
13769,0.9948966772567128,0.017790027562014525,0.024876958692690177,E
13771,0.8286385369730336,0.014908544224505133,0.02438301389490643,E
13772,0.9114325968691431,0.022049611626158847,0.019098682009249173,E
13774,0.7828314693735494,0.002630919569030317,0.016324916091581175,E
13777,0.999953470799204,0.02731145076421948,0.10584373309079517,E
13778,0.7242400385634016,0.0010022550739163113,0.01573889183623811,E
13780,0.9813492351529973,0.007015785517414178,0.01637780980218069,E
13781,0.32990133948263256,0.0020045101478326226,0.01555966637847053,E
13782,0.9677347910001359,0.014282134803307436,0.01832296631875808,E
13784,0.9755126122051676,0.0037584565271861674,0.02378779226550175,E
13786,0.016527172122680754,0.0007516913054372335,0.01592107736841632,E
13787,0.7989119611685901,0.0037584565271861674,0.01619819671562124,E
13790,0.9896109600463059,0.005512402906539712,0.01633830690439118,E
13791,0.8849574816163129,0.0020045101478326226,0.018801088814037376,E
13792,0.8233025682257671,0.001503382610874467,0.015798269519356156,E
13798,0.9976567894479218,0.05487346529691804,0.14320787140168156,E
13799,0.6890304617371771,0.004760711601102479,0.017536643694962217,E
13800,0.17181186569067017,0.004009020295665245,0.0170766340359575,E
13801,0.8228261092096177,0.002756201453269856,0.016253733349801684,E
13802,0.6302156907632092,0.00814332247557003,0.02887446870628714,E
13803,0.3165921268869918,0.0020045101478326226,0.01608553769311182,E
13804,0.9195640400002234,0.017038336256577292,0.024397426638167723,E
13805,0.8608590779401336,0.001503382610874467,0.018367367434917563,E
13806,0.8310301378939395,0.0011275369581558504,0.01601262824125945,E
13807,0.016741206446341597,0.0007516913054372335,0.015505962171306198,E
13808,0.9865400327937808,0.00939614131796542,0.021267747011602257,E
13809,0.18262152961955863,0.001378100726634928,0.015655551645986376,E
13810,0.9244793847722954,0.004384865948383862,0.018278952831390454,E
13811,0.509217434677655,0.0016286644951140057,0.017194437949704454,E
13812,0.8876170907338028,0.004384865948383862,0.01700855232451295,E
13813,0.8952311291520333,0.008769731896767724,0.01987845018256435,E
13814,0.850375118416816,0.007141067401653718,0.020613922956663276,E
13815,0.9412038407063505,0.022049611626158847,0.029257304996728933,E
13816,0.9378891004416551,0.004009020295665245,0.017065075650163603,E
13817,0.9228341122321547,0.002881483337509395,0.016458753741719057,E
13819,0.19304965410192126,0.004384865948383862,0.019127648451696077,E
13821,0.6137313255052605,0.007266349285893257,0.016468127310686056,E
13822,0.9865307269536217,0.011901779002756198,0.017336274848547262,E
13823,0.9514830717461664,0.004885993485342017,0.018483867506364597,E
13824,0.9142206265808295,0.005637684790779251,0.02109606269578557,E
13826,0.5769509228601686,0.001378100726634928,0.01572462004890113,E
13827,0.847212993930731,0.01152593335003758,0.016561193459715587,E
13828,0.9413955410136292,0.0017539463793535448,0.01584739265898022,E
13829,0.03827119823859058,0.0,0.014749733637351768,E
13831,0.9574369482800015,0.00914557754948634,0.022872283537070433,E
13832,0.9544032443881131,0.00037584565271861676,0.015253474871875467,E
13833,0.5739358306485984,0.003507892758707089,0.01646516723627543,E
13835,0.9333087659153133,0.006765221748935101,0.018050110888263703,E
13837,0.434428258486461,0.002255073916311701,0.016064993367142785,E
13838,0.9863948616872976,0.02167376597344023,0.017546757282531873,E
13841,0.324544897887016,0.0,0.015408702583528274,E
13842,0.8443337669854849,0.025682786269105477,0.027039751156411208,E
13844,0.9705767945847456,0.0023803558005512397,0.016383483278134405,E
13845,0.8279815446577964,0.0010022550739163113,0.016212080874166354,E
13846,0.9355980025944682,0.007141067401653718,0.018096062519590665,E
13848,0.7534473484869635,0.0005011275369581556,0.019531663369766326,E
13849,0.8631092300906202,0.01252818842395389,0.020528750339395434,E
13850,0.7647297490959376,0.011651215234277118,0.02070092800094722,E
13851,0.7453661568927428,0.010022550739163113,0.02445264612151845,E
13853,0.9780419395604294,0.002881483337509395,0.01883372011051649,E
13854,0.9781424426341483,0.014156852919067896,0.04338852403818284,E
13856,0.5494354146775433,0.0020045101478326226,0.01638975581676646,E
13858,0.8476205897297024,0.001252818842395389,0.015870932298340964,E
13859,0.12667295741461426,0.0033826108744675503,0.01581803858774145,E
13860,0.9973329462103827,0.009521423202204959,0.01947880489814789,E
13862,0.9521568145736902,0.01766474567777498,0.022817028814738627,E
13863,0.34385079388122397,0.002630919569030317,0.01616479016155839,E
13865,0.8446315538705781,0.0036331746429466285,0.01687661757935334,E
13866,0.8019047193637784,0.0007516913054372335,0.015622497481734311,E
13867,0.9172487469686226,0.007516913054372335,0.01868694975432263,E
13868,0.9816526055421863,0.004009020295665245,0.02635935690973869,E
13869,0.6704671717876706,0.03833625657729891,0.0260506986744681,E
13870,0.9947012546133703,0.014657980456026053,0.024804295913705372,E
13871,0.9408129954196653,0.042219994988724606,0.03762617537418952,E
13873,0.6807687368438685,0.002881483337509395,0.016454243152140953,E
13874,0.04114484167974137,0.0021297920320721615,0.017013661976769404,E
13875,0.8575945892122979,0.012904034076672509,0.021405637144564216,E
13876,0.830879383283361,0.0007516913054372335,0.015541553542195947,E
13877,0.7698461000154477,0.0002505637684790778,0.015522313058526836,E
13878,0.8552178776356466,0.004384865948383862,0.0196251523865688,E
13880,0.9438187817910764,0.02054622901528438,0.026455312655216695,E
13881,0.9919597541024797,0.022425457278877462,0.07497850862641446,E
13882,0.9944648862733273,0.00814332247557003,0.019095686695857463,E
13883,0.9980457735665749,0.019293410172888992,0.024055467565777516,E
13884,0.9816488832061226,0.007391631170132796,0.0178623928360561,E
13885,0.4937194884765782,0.0033826108744675503,0.01689508280543871,E
13886,0.8097644319622108,0.0018792282635930837,0.015967451867516226,E
13887,0.4537695166732738,0.002255073916311701,0.0163409498279721,E
13888,0.6807780426840276,0.004885993485342017,0.01724334965544205,E
13889,0.7530285856798009,0.0017539463793535448,0.016578284365538883,E
13890,0.9976288719274443,0.014156852919067896,0.021666652277416053,E
13892,0.9302061988062469,0.0032573289902280114,0.017339693029711917,E
13893,0.20386676270293708,0.002505637684790778,0.018002643980750348,E
13894,0.9411219493129498,0.0036331746429466285,0.016997874913246027,E
13895,0.9442114882457934,0.014783262340265592,0.02422944241536433,E
13897,0.8661820185111774,0.0020045101478326226,0.016205667379609982,E
13898,0.12870907524144,0.001378100726634928,0.015658652676321324,E
13899,0.9572117469481497,0.002255073916311701,0.016478276137236802,E
13900,0.5102820227918637,0.005261839138060634,0.017720203547402502,E
13901,0.8072537162872676,0.01854171886745176,0.025212891899315887,E
13904,0.900931886833539,0.0031320471059884726,0.01628136071096758,E
13908,0.7881599934486887,0.015660235529942362,0.023379936298493897,E
13911,0.8475573100166202,0.018416436983212214,0.02420403511000641,E
13914,0.9917438586107868,0.004134302179904784,0.01727266848769974,E
13917,0.868352140436295,0.0021297920320721615,0.0160678124856291,E
13918,0.8686294544730382,0.0036331746429466285,0.01938309582553744,E
13919,0.8582422756873759,0.004009020295665245,0.016343099405817914,E
13922,0.05904555580991519,0.0007516913054372335,0.01571616269344218,E
13923,0.8579240159539324,0.0023803558005512397,0.016346517586982575,E
13924,0.9969644349400796,0.017038336256577292,0.021036649773686453,E
13925,0.903535660910074,0.005512402906539712,0.01728218301259106,E
13926,0.9384065051545047,0.001252818842395389,0.015897995835809604,E
13927,0.8015808761262394,0.002505637684790778,0.01633897644503168,E
13928,0.9729442003212376,0.0032573289902280114,0.016746268588342272,E
13929,0.5473564899859854,0.0011275369581558504,0.017938332840281256,E
13930,0.8468910118612237,0.0020045101478326226,0.016297923032074696,E
13931,0.7718822178422734,0.007266349285893257,0.01944684314230927,E
13932,0.21196656597747615,0.0018792282635930837,0.016192417522724295,E
13933,0.7080069309897505,0.002756201453269856,0.017254485173463,E
13934,0.2946712898080578,0.0037584565271861674,0.018358557689647823,E
13936,0.5422531672426982,0.0032573289902280114,0.016382285152777717,E
13937,0.5474849105801819,0.0010022550739163113,0.015668942458796378,E
13938,0.906396276175002,0.0007516913054372335,0.015361693782768948,E
13939,0.938438145011046,0.005637684790779251,0.017071101515928104,E
13940,0.9547084759453338,0.006013530443497868,0.018066215102616794,E
13941,0.9433702402954047,0.00576296667501879,0.03242000354856538,E
13946,0.7883535549239993,0.001252818842395389,0.017088086704808162,E
13947,0.8260031230399574,0.0005011275369581556,0.01542843641293249,E
13948,0.03488759475671742,0.0002505637684790778,0.015468608851362503,E
13949,0.9942769083021122,0.019919819594086688,0.023662799599614696,E
13950,0.9707312715313876,0.004384865948383862,0.017676542449845678,E
13951,0.5287392261635556,0.004760711601102479,0.017485864323227438,E
13952,0.4352415889163722,0.01716361814081683,0.02654806517731462,E
13953,0.9816004928372949,0.0023803558005512397,0.02749806934432413,E
13954,0.9973199180341599,0.0036331746429466285,0.016443283829025396,E
13955,0.5877680314611843,0.004009020295665245,0.016247249377283154,E
13956,0.9866554252117544,0.018917564520170377,0.018726170740263507,E
13958,0.003480384219528492,0.0005011275369581556,0.014748147883203215,E
13959,0.7885266435509597,0.011400651465798039,0.017217167092500384,E
13960,0.9440104820983553,0.001378100726634928,0.0159204430667569,E
13962,0.9432660148856219,0.001252818842395389,0.01570664816855086,E
13963,0.1747450665088396,0.004259584064144323,0.017450942492978187,E
13967,0.6112987788876542,0.0001252818842395389,0.015393549821664323,E
13969,0.9815018509316076,0.0791781508393886,0.04677735113160296,E
13971,0.9780698570809069,0.01966925582560761,0.02463151918947524,E
13972,0.8122900369814088,0.0017539463793535448,0.015779592859384305,E
13973,0.23109751217669183,0.001252818842395389,0.016041947073517145,E
13974,0.8688825733253674,0.0033826108744675503,0.016566620262801746,E
13975,0.9169714329318794,0.04247055875720369,0.02393029870498506,E
13976,0.4474992415740271,0.0011275369581558504,0.01637065628902166,E
13978,0.9623411260438827,0.0017539463793535448,0.015802639153009945,E
13979,0.8044321855510081,0.006639939864695563,0.018174504491472426,E
13980,0.8392769734429933,0.001252818842395389,0.015814444211671396,E
13982,0.8958750932910476,0.014282134803307436,0.021667533251943028,E
13983,0.9220840615153257,0.01390628915058882,0.024237688336936816,E
13984,0.930295534871775,0.0020045101478326226,0.016828939237953505,E
13985,0.9897561311527888,0.044099223252317694,0.0398628992202142,E
13986,0.9546805584248563,0.001503382610874467,0.01623843963201341,E
13988,0.9487899616041036,0.02981708844901026,0.029552924809000312,E
13989,0.8254540784705665,0.005011275369581556,0.019570708160801812,E
13990,0.42941985531279725,0.0018792282635930837,0.016206160725345087,E
13991,0.9682261393605399,0.010648960160360807,0.018106704691876516,E
13992,0.919882299733667,0.0005011275369581556,0.01537980661904353,E
13993,0.9142559887734345,0.015534953645702823,0.02712446566692502,E
13994,0.991764331459137,0.019293410172888992,0.023260440913655152,E
13995,0.9599699979713268,0.010774242044600346,0.019984449037649853,E
13999,0.9732922387431905,0.02643447757454271,0.028729953644882338,E
14000,0.44800361811065387,0.0018792282635930837,0.01734230071431176,E
14001,0.8791376091807697,0.004885993485342017,0.02226384728976115,E
14002,0.6412133326633127,0.00576296667501879,0.016975885789052764,E
14004,0.8849612039523764,0.021297920320721614,0.03125792766952461,E
14005,0.9758625117951524,0.010398396391881731,0.025239391613087258,E
14006,0.6914350908343057,0.0036331746429466285,0.018499830764793366,E
14009,0.46967319750529035,0.005387121022300173,0.017526318673506076,E
14012,0.25757262742952225,0.001252818842395389,0.016267828942233265,E
14013,0.7054347967697567,0.004134302179904784,0.016776045527353994,E
14014,0.793685801335202,0.004760711601102479,0.01688937409050392,E
14015,0.8603230615469657,0.0023803558005512397,0.018341783934654236,E
14016,0.587447910559709,0.020170383362565766,0.030362223248459653,E
14019,0.8764240261903566,0.008393886244049107,0.020038963741379,E
14020,0.9567315655959368,0.004760711601102479,0.017374332948112536,E
14021,0.5849148608683837,0.002630919569030317,0.01733592245873647,E
14022,0.39718442500144246,0.0033826108744675503,0.016659686411831274,E
14023,0.9813659856652839,0.0037584565271861674,0.017167374412235818,E
14024,0.6755611886907985,0.0018792282635930837,0.01626395265431458,E
14027,0.8387688745703028,0.0006264094211976945,0.01547854624402677,E
14029,0.8313707316437651,0.0017539463793535448,0.01675715743349567,E
14030,0.9522014826064542,0.030318215985968414,0.02342588792982086,E
14031,0.9817289134314914,0.0321974442495615,0.06668015145009287,E
14032,0.9949245947771903,0.018917564520170377,0.025433628876794474,E
14034,0.9411722008498092,0.011400651465798039,0.016913477553561925,E
14035,0.9246468898951604,0.00814332247557003,0.020141368220394452,E
14036,0.23847704342291137,0.0046354297168629405,0.01731742199367002,E
14037,0.5284302722702714,0.0033826108744675503,0.015627889045839394,E
14038,0.7910410815619666,0.01152593335003758,0.02058700037511895,E
14039,0.9116652428731223,0.0006264094211976945,0.01564550853637887,E
14040,0.8927818320221403,0.030067652217489336,0.027591487883164446,E
14041,0.28716333796764176,0.002505637684790778,0.015607485675794673,E
14044,0.9302341163267243,0.02605863192182409,0.01740964240715365,E
14045,0.7081632691044246,0.0006264094211976945,0.02095796112893714,E
14046,0.2390763395291617,0.0016286644951140057,0.015655340212099897,E
14047,0.9784346460151461,0.004134302179904784,0.019655035042523757,E
14048,0.2577271043761644,0.010899523928839883,0.016431091141572075,E
14049,0.9570628535056029,0.06314206965672761,0.03498096125949756,E
14050,0.9166010604935446,0.006639939864695563,0.017739267836166223,E
14051,0.999720824795225,0.02681032322726133,0.06964974038561664,E
14052,0.949041219288401,0.00689050363317464,0.015903316921952525,E
14053,0.6678503695349127,0.00037584565271861676,0.016026265726937005,E
14054,0.8261278212980903,0.0006264094211976945,0.015434990863413177,E
14055,0.7161607081372127,0.0011275369581558504,0.017666252667370624,E
14056,0.9974055317636242,0.14119268353796036,0.04373872903214551,E
14057,0.9381012735972842,0.03633174642946629,0.036771982472835585,E
14059,0.28679296552930694,0.0008769731896767723,0.015756158936966795,E
14060,0.9892405876079711,0.02530694061638686,0.03672962521757867,E
14062,0.9755703084141545,0.01378100726634928,0.05198623635877017,E
14064,0.9223222910234005,0.010147832623402651,0.019296689843931833,E
14066,0.28704422321360445,0.0007516913054372335,0.015646741900716632,E
14067,0.8308775221153291,0.006389376096216485,0.01642957586538568,E
14068,0.142731115193273,0.002881483337509395,0.01604599955634123,E
14071,0.9919169472377475,0.041593585567526924,0.019716350869601145,E
14073,0.9440979569958515,0.0016286644951140057,0.01560089598633291,E
14075,0.9888106577926175,0.005261839138060634,0.018429599475503,E
14076,0.6545467404433674,0.005637684790779251,0.015540743045631132,E
14077,0.8927688038459175,0.005136557253821095,0.01686907643740244,E
14078,0.7292484417370653,0.00801804059133049,0.01880704420183972,E
14079,0.6675953895145516,0.001378100726634928,0.01643098542462884,E
14080,0.914049399121901,0.00037584565271861676,0.015269860998077181,E
14081,0.2845930649156798,0.01941869205712853,0.0182971361456272,E
14082,0.024249158286757604,0.003507892758707089,0.01575140167452114,E
14083,0.9893243401694034,0.022550739163117003,0.018698014794381424,E
14085,0.9947440614781025,0.056376847907792516,0.030740443232380104,E
14087,0.9946230855560333,0.008644450012528185,0.01574935781361856,E
14088,0.9735825809561566,0.07379102981708843,0.19276822106399522,E
14089,0.8496697357327512,0.0016286644951140057,0.015676518839728353,E
14090,0.13143196407201233,0.0,0.01537811514795174,E
14092,0.9811705630219414,0.027060886995740403,0.029427121646548433,E
14093,0.9682428898728265,0.013029315960912046,0.01666972952143878,E
14096,0.9897766040011391,0.642320220496116,0.21639743791464158,D
14098,0.903224845848758,0.002505637684790778,0.01562841763055558,E
14099,0.9572359421325636,0.031445752944124265,0.026008482375135516,E
14100,0.6326259033644335,0.0031320471059884726,0.01579597898558602,E
14101,0.8043130707969708,0.004259584064144323,0.03617077021664749,E
14102,0.9869122664001473,0.010398396391881731,0.019742145803750936,E
14104,0.5872673772606212,0.002505637684790778,0.015871073254265282,E
14105,0.7725708500140518,0.00939614131796542,0.01955044574668141,E
14107,0.8632450953569443,0.015409671761463288,0.02458310082947275,E
14108,0.9193574503486899,0.004259584064144323,0.017202930544144485,E
14109,0.938471646035619,0.0016286644951140057,0.015391787872610377,E
